"","ID","order","species","stage","originaltraitname","traitvalue","unit","temp","time","location","longitude","latitude","study","traitname"
"61","MTD2072","Hemiptera","Planococcus citri","adult","Generation Time",38.89,"day / 1 individual",23,NA,"Mahallat, Iran",50.452,33.915,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336","Development Time"
"62","MTD2072","Hemiptera","Planococcus citri","adult","Generation Time",28.91,"day / 1 individual",25,NA,"Mahallat, Iran",50.452,33.915,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336","Development Time"
"63","MTD2072","Hemiptera","Planococcus citri","adult","Generation Time",32.71,"day / 1 individual",28,NA,"Mahallat, Iran",50.452,33.915,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336","Development Time"
"64","MTD2072","Hemiptera","Planococcus citri","adult","Generation Time",33.74,"day / 1 individual",30,NA,"Mahallat, Iran",50.452,33.915,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336","Development Time"
"65","MTD2072","Hemiptera","Planococcus citri","adult","Generation Time",39.32,"day / 1 individual",32,NA,"Mahallat, Iran",50.452,33.915,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336","Development Time"
"66","MTD2084","Hemiptera","Aphis gossypii","","Development Time",20.7,"day / 1 individual",10,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"67","MTD2084","Hemiptera","Aphis gossypii","","Development Time",11.09,"day / 1 individual",15,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"68","MTD2084","Hemiptera","Aphis gossypii","","Development Time",7.44,"day / 1 individual",20,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"69","MTD2084","Hemiptera","Aphis gossypii","","Development Time",5.6,"day / 1 individual",25,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"70","MTD2084","Hemiptera","Aphis gossypii","","Development Time",3.81,"day / 1 individual",30,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"71","MTD2085","Hemiptera","Aphis gossypii","juvenile","Mortality Rate",0.01382132,"event / (1 individual * 24 hour)",10,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"72","MTD2085","Hemiptera","Aphis gossypii","juvenile","Mortality Rate",0.01282922,"event / (1 individual * 24 hour)",15,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"73","MTD2085","Hemiptera","Aphis gossypii","juvenile","Mortality Rate",0.01299502,"event / (1 individual * 24 hour)",20,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"74","MTD2085","Hemiptera","Aphis gossypii","juvenile","Mortality Rate",0.007347258,"event / (1 individual * 24 hour)",25,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"75","MTD2085","Hemiptera","Aphis gossypii","juvenile","Mortality Rate",0.0887982,"event / (1 individual * 24 hour)",30,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"76","MTD2086","Hemiptera","Aphis gossypii","adult (female)","Longevity",14.9,"day / 1 individual",10,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"77","MTD2086","Hemiptera","Aphis gossypii","adult (female)","Longevity",14.45,"day / 1 individual",15,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"78","MTD2086","Hemiptera","Aphis gossypii","adult (female)","Longevity",14,"day / 1 individual",20,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"79","MTD2086","Hemiptera","Aphis gossypii","adult (female)","Longevity",17,"day / 1 individual",25,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"80","MTD2086","Hemiptera","Aphis gossypii","adult (female)","Longevity",8.56,"day / 1 individual",30,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Mortality"
"81","MTD2088","Hemiptera","Aphis gossypii","adult","Generation Time",26.14,"day / 1 individual",10,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"82","MTD2088","Hemiptera","Aphis gossypii","adult","Generation Time",17.43,"day / 1 individual",15,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"83","MTD2088","Hemiptera","Aphis gossypii","adult","Generation Time",11.02,"day / 1 individual",20,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"84","MTD2088","Hemiptera","Aphis gossypii","adult","Generation Time",9.66,"day / 1 individual",25,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"85","MTD2088","Hemiptera","Aphis gossypii","adult","Generation Time",5.63,"day / 1 individual",30,NA,"Tehran, Iran",51.423,35.696,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.","Development Time"
"86","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",46.3,"day / 1 individual",10,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"87","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",28.2,"day / 1 individual",15,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"88","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",16.4,"day / 1 individual",20,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"89","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",10.8,"day / 1 individual",25,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"90","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",8.5,"day / 1 individual",30,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"91","MTD2089","Hemiptera","Tetraneura nigri abdominalis","juvenile","Development Time",10.2,"day / 1 individual",35,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Development Time"
"92","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",15.8,"day / 1 individual",10,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"93","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",23.3,"day / 1 individual",15,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"94","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",16.5,"day / 1 individual",20,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"95","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",15,"day / 1 individual",25,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"96","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",11.1,"day / 1 individual",30,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"97","MTD2090","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Longevity",8.2,"day / 1 individual",35,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Mortality"
"98","MTD2091","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Fecundity Rate",0.05063291,"event / (1 individual * 24 hour)",10,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Fecundity"
"99","MTD2091","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Fecundity Rate",0.5064378,"event / (1 individual * 24 hour)",15,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Fecundity"
"100","MTD2091","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Fecundity Rate",1.29697,"event / (1 individual * 24 hour)",20,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Fecundity"
"101","MTD2091","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Fecundity Rate",1.986667,"event / (1 individual * 24 hour)",25,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Fecundity"
"102","MTD2091","Hemiptera","Tetraneura nigri abdominalis","adult (female)","Fecundity Rate",2.513514,"event / (1 individual * 24 hour)",30,NA,"Taichung, Taiwan",120.644,24.151,"Kuo, M. H., Lu, W. N., Chu, M. C., Kuo, Y. H. & Havang, S. H. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.","Fecundity"
